,CT,ME,NEMA,NH,RI,SEMA,VT,WCMA
4996,2678.50,811.20,2219.00,998.50,753.60,1379.10,475.00,2556.80
4997,2808.20,909.30,2329.10,1071.00,786.10,1455.10,514.10,2109.10
4998,3076.50,1137.50,2582.60,1191.00,894.40,1609.90,558.90,1774.60
4999,3456.80,1283.30,2848.40,1354.10,1040.90,1803.70,591.80,1969.00
5000,3708.40,1374.50,3039.00,1461.80,1091.60,1897.20,605.30,2038.00
5001,3968.90,1439.80,3182.80,1557.90,1163.50,1999.20,598.00,2126.20
5002,4219.70,1341.40,3273.30,1608.40,1210.60,2094.50,554.40,2224.20
5003,4426.70,1384.40,3369.80,1643.10,1260.60,2165.20,541.20,2286.80
5004,4569.20,1403.30,3401.40,1651.00,1283.00,2201.80,558.80,2318.30
5005,4698.00,1402.50,3419.30,1671.50,1311.30,2243.00,565.90,2403.60
5006,4813.90,1408.00,3458.80,1713.60,1306.50,2262.40,572.20,2462.20
5007,4907.50,1445.80,3490.10,1711.20,1323.00,2288.20,567.40,2518.40
5008,4962.80,1452.50,3526.80,1707.90,1308.10,2325.60,572.50,2527.10
5009,4900.50,1429.10,3450.10,1692.20,1288.20,2340.20,590.20,2510.90
5010,4753.30,1379.50,3340.50,1645.30,1256.20,2307.50,625.50,2489.70
5011,4529.20,1397.40,3187.50,1580.90,1236.30,2249.50,617.20,2400.00
5012,4401.50,1343.20,3111.70,1587.80,1229.10,2247.10,638.30,2376.00
5013,4205.10,1284.10,3026.00,1514.40,1150.40,2135.00,621.10,2157.80
5014,3863.50,1081.00,2817.20,1312.90,1027.30,1932.00,549.80,1985.40
5015,3451.00,881.20,2600.10,1131.70,869.60,1690.10,475.60,1773.60
5016,2986.00,600.10,2292.00,1017.60,838.40,1516.70,462.10,1614.30
5017,2778.80,580.60,2173.40,964.10,790.30,1415.20,444.00,1525.60
5018,2608.20,559.00,2080.20,913.80,743.80,1338.00,432.50,1702.40
5019,2510.20,563.40,2042.40,893.70,727.40,1306.70,428.60,1682.00
5020,2455.50,591.50,2030.60,886.50,687.10,1262.50,431.50,1642.00
5021,2441.50,617.30,2041.60,895.00,676.60,1275.00,428.40,1648.50
5022,2503.90,695.60,2130.60,953.70,704.90,1315.70,449.40,1692.00
5023,2688.70,780.40,2270.40,1056.70,761.90,1405.20,456.10,1539.20
5024,2917.80,872.00,2454.40,1180.30,826.00,1536.00,450.30,1643.70
5025,3142.90,852.90,2578.60,1251.90,882.40,1628.10,427.40,1731.20
5026,3319.50,946.40,2662.60,1333.00,924.20,1696.70,427.10,1843.10
5027,3460.80,968.10,2673.70,1364.20,946.10,1735.70,430.00,1870.30
5028,3540.50,927.80,2697.90,1375.30,962.20,1753.10,419.10,1898.30
5029,3599.50,920.60,2668.00,1379.20,967.10,1741.10,417.40,1902.30
5030,3637.70,919.40,2673.70,1383.80,935.30,1753.50,405.90,1917.40
5031,3649.90,932.00,2702.00,1385.70,927.60,1769.40,428.30,1945.70
5032,3661.00,996.40,2732.70,1414.90,928.40,1798.70,469.10,1998.30
5033,3654.60,1006.10,2717.40,1401.40,962.40,1826.60,482.30,1988.00
5034,3624.40,988.30,2699.30,1373.10,959.90,1851.90,519.00,2012.60
5035,3555.80,935.40,2622.20,1355.60,944.80,1849.70,538.30,1934.40
5036,3536.00,861.70,2604.80,1352.70,950.80,1852.90,556.40,1899.20
5037,3423.50,806.00,2536.40,1277.60,906.00,1789.40,533.70,1793.50
5038,3187.10,711.40,2396.40,1145.30,794.90,1613.40,462.80,1671.20
5039,2940.90,620.30,2312.70,1025.20,726.70,1444.60,414.00,1531.00
5040,2859.40,828.30,2252.30,984.30,777.90,1411.20,456.30,2066.50
5041,2695.00,760.40,2140.20,937.70,751.10,1334.70,421.80,2247.30
5042,2545.00,723.20,2050.80,889.10,661.70,1281.20,413.70,2445.00
5043,2459.00,719.10,2016.70,870.40,633.10,1239.50,413.10,2666.60
5044,2414.60,736.60,1999.90,859.00,621.60,1228.10,415.60,2643.50
5045,2349.80,663.70,2001.20,870.50,594.10,1214.30,392.30,2626.60
5046,2372.90,752.20,2069.40,912.50,610.10,1241.80,355.00,2656.00
5047,2541.90,881.40,2156.10,1000.60,659.80,1322.20,357.30,2727.20
5048,2794.50,1007.10,2325.10,1133.30,731.20,1443.30,370.10,2326.70
5049,3062.40,1074.60,2465.40,1242.20,789.00,1551.90,402.70,1923.00
5050,3260.20,1096.60,2551.00,1300.10,850.40,1634.10,390.30,1705.60
5051,3466.60,1130.80,2650.10,1356.20,917.60,1711.10,403.70,1820.40
5052,3566.10,1122.30,2712.00,1380.50,943.00,1759.70,407.50,1856.20
5053,3654.20,1111.90,2720.40,1389.70,963.90,1804.20,410.60,1910.20
5054,3737.00,1099.40,2749.60,1401.10,977.10,1833.90,421.50,1971.00
5055,3837.80,1136.70,2788.00,1414.10,994.80,1894.50,462.50,2035.30
5056,3882.60,1119.30,2789.50,1445.70,977.70,1911.50,499.20,1964.90
5057,3911.50,1132.00,2866.30,1469.30,989.30,1968.60,546.10,2033.30
5058,3874.80,1108.30,2863.50,1444.10,981.70,1970.40,583.40,2013.60
5059,3789.70,1140.30,2782.70,1422.10,974.40,1941.70,613.60,1984.00
5060,3745.00,1038.60,2783.00,1406.20,968.80,1935.30,618.00,1966.40
5061,3633.10,1086.60,2722.90,1364.00,942.80,1868.40,604.10,1891.80
5062,3330.50,887.10,2529.50,1170.60,825.70,1709.30,522.10,1765.90
5063,3021.80,742.10,2332.50,1026.60,717.70,1538.30,442.80,1899.00
5064,2858.30,934.50,2269.40,1011.80,750.20,1420.20,437.30,2073.60
5065,2660.50,895.60,2169.70,958.40,713.50,1318.70,382.90,2237.70
5066,2541.80,862.10,2094.70,920.70,689.40,1275.40,382.70,2196.40
5067,2455.00,828.90,2059.30,891.50,679.00,1255.10,363.20,1900.80
5068,2500.20,868.50,2109.60,916.30,691.80,1274.10,418.80,1930.30
5069,2617.30,946.30,2242.20,991.00,722.80,1351.60,452.80,1770.00
5070,2862.10,1080.20,2491.90,1122.10,788.20,1471.60,466.10,1682.70
5071,3268.30,1260.00,2745.50,1283.70,913.70,1630.90,520.40,1879.20
5072,3583.80,1340.40,2933.70,1392.00,1004.10,1747.50,522.60,1994.00
5073,3829.70,1399.10,3064.30,1490.50,1046.60,1839.80,521.10,2069.40
5074,4081.00,1477.70,3151.30,1605.70,1126.80,1968.90,541.00,2152.50
5075,4338.80,1457.30,3204.70,1665.00,1161.10,2022.10,556.30,2225.60
5076,4544.80,1457.00,3297.60,1706.20,1222.10,2134.80,576.40,2283.70
5077,4695.70,1471.60,3371.30,1750.80,1269.60,2206.10,612.40,2357.80
5078,4854.10,1475.70,3433.60,1787.20,1301.60,2259.80,594.40,2420.90
5079,4968.90,1533.90,3530.30,1810.80,1303.70,2327.40,616.70,2497.70
5080,5029.50,1563.30,3551.40,1858.00,1312.00,2364.80,652.80,2547.40
5081,5008.30,1586.50,3546.60,1838.20,1288.10,2400.60,672.00,2551.30
5082,4865.00,1542.10,3493.00,1813.20,1278.80,2361.40,692.20,2502.20
5083,4689.40,1556.60,3357.90,1774.60,1282.60,2312.70,723.80,2448.10
5084,4571.10,1434.20,3304.00,1751.10,1257.10,2285.90,707.30,2393.20
5085,4345.50,1429.40,3140.00,1610.50,1164.50,2177.70,676.10,2240.00
5086,3915.10,1189.00,2864.80,1416.10,1009.60,1917.90,614.70,2046.80
5087,3483.00,1030.00,2596.10,1261.00,913.70,1700.10,545.00,1848.20
5088,3124.20,901.70,2463.00,1169.90,837.50,1537.50,510.90,2275.90
5089,2934.10,891.70,2337.60,1100.70,792.10,1457.70,498.00,2442.20
5090,2752.40,829.00,2256.20,1028.30,758.50,1398.60,479.10,2622.90
5091,2681.10,808.20,2218.90,1005.80,741.10,1365.50,475.80,2604.60
5092,2687.00,835.70,2238.80,1007.20,759.10,1382.90,475.60,2367.90
5093,2812.80,929.20,2378.40,1081.40,787.70,1466.00,507.40,2461.40
5094,3078.40,1038.80,2640.00,1216.00,863.80,1586.40,532.70,2212.40
5095,3462.90,1249.10,2896.80,1399.00,997.50,1779.10,549.40,2132.50
5096,3803.50,1369.60,3106.40,1522.40,1105.50,1919.50,582.90,2320.10
5097,4072.60,1444.30,3238.60,1600.60,1179.50,2023.90,591.40,2419.30
5098,4417.00,1522.30,3385.10,1703.20,1280.10,2145.90,581.40,2462.10
5099,4704.00,1584.30,3518.10,1803.90,1351.60,2244.80,620.50,2576.40
5100,4844.90,1586.30,3628.80,1831.70,1370.00,2309.00,622.80,2533.70
5101,4984.70,1599.20,3677.80,1884.10,1409.90,2370.00,655.80,2638.90
5102,5178.70,1628.30,3803.30,1912.10,1447.30,2448.40,666.60,2711.00
5103,5298.70,1603.90,3870.60,1931.10,1448.40,2505.50,679.00,2765.50
5104,5392.10,1624.40,3876.10,1970.80,1459.30,2576.30,691.40,2821.60
5105,5377.30,1647.40,3818.70,1939.20,1435.90,2591.60,710.60,2810.90
5106,5227.90,1623.20,3773.20,1903.50,1404.60,2553.00,736.10,2754.30
5107,5018.00,1615.70,3565.90,1857.70,1356.30,2523.30,742.70,2708.30
5108,4874.30,1470.20,3471.00,1792.80,1339.80,2471.80,734.90,2618.70
5109,4603.70,1442.90,3296.20,1703.30,1272.50,2340.20,697.90,2461.80
5110,4154.40,1217.60,2985.60,1487.40,1132.50,2102.70,648.20,2236.20
5111,3671.40,1006.10,2772.00,1301.90,977.70,1842.60,577.70,1993.30
5112,3365.00,1045.30,2619.90,1235.00,953.70,1713.10,536.10,2373.30
5113,3131.10,986.50,2511.10,1160.90,902.30,1602.00,519.10,2815.90
5114,2945.30,958.80,2399.40,1109.90,852.50,1516.30,512.20,2976.90
5115,2854.40,946.90,2365.30,1089.50,829.00,1476.50,502.50,2946.70
5116,2856.80,977.00,2374.40,1094.80,833.90,1476.70,518.40,2949.20
5117,2990.50,1050.20,2500.60,1169.90,867.50,1556.20,552.70,3037.60
5118,3255.50,1195.20,2789.00,1330.40,955.60,1691.70,625.80,2694.60
5119,3638.10,1385.40,3083.70,1510.70,1092.00,1878.00,680.20,2388.90
5120,3916.50,1477.10,3238.10,1613.20,1150.90,1990.80,661.90,2251.10
5121,4204.90,1516.40,3377.20,1669.70,1217.30,2107.70,637.20,2339.10
5122,4577.80,1638.70,3579.10,1768.30,1332.80,2248.50,638.10,2457.00
5123,4890.40,1622.40,3720.30,1861.30,1409.40,2359.60,649.90,2612.10
5124,5029.10,1590.90,3828.70,1889.00,1441.20,2412.80,655.60,2669.30
5125,5119.20,1633.80,3914.90,1940.20,1471.20,2487.60,694.50,2727.80
5126,5199.50,1635.70,3971.60,1972.50,1478.10,2509.20,707.80,2740.40
5127,5281.60,1659.30,4048.80,1984.50,1464.80,2549.80,722.60,2770.50
5128,5300.50,1663.90,4124.90,2007.80,1442.20,2573.40,739.60,2806.10
5129,5274.90,1644.90,4085.70,2021.10,1411.90,2585.60,758.60,2819.50
5130,5150.20,1587.60,3972.90,1947.30,1382.70,2546.10,757.60,2786.80
5131,4958.10,1588.30,3762.30,1886.50,1353.00,2533.20,768.30,2671.30
5132,4862.80,1517.80,3630.00,1851.90,1325.40,2490.30,773.80,2639.60
5133,4569.00,1451.70,3423.90,1740.30,1229.50,2332.90,738.80,2459.10
5134,4128.70,1264.40,3132.00,1546.80,1100.70,2075.00,673.50,2485.70
5135,3710.20,1097.70,2851.00,1376.60,998.20,1848.50,614.50,2261.90
5136,3370.90,1006.30,2701.90,1228.80,945.40,1705.00,570.50,2431.30
5137,3150.00,961.20,2570.30,1155.50,890.20,1596.50,553.40,2571.60
5138,2978.30,929.70,2468.30,1108.50,845.30,1518.30,536.00,2738.00
5139,2894.30,918.50,2423.10,1088.00,827.80,1476.80,534.70,2945.90
5140,2887.10,946.70,2420.40,1100.80,820.70,1474.50,548.20,2945.20
5141,3013.50,1031.80,2547.50,1170.20,857.50,1552.90,573.70,2525.80
5142,3257.30,1159.60,2799.40,1289.40,932.20,1669.20,626.50,2421.80
5143,3623.50,1343.10,3070.80,1454.90,1045.40,1823.90,669.80,2101.80
5144,3893.60,1444.90,3241.00,1584.80,1131.50,1963.60,676.80,2276.20
5145,4152.00,1508.00,3379.00,1679.90,1201.00,2056.90,666.20,2311.10
5146,4528.40,1576.70,3600.70,1773.90,1323.80,2210.00,678.30,2572.20
5147,4758.70,1614.80,3746.30,1856.70,1367.40,2296.50,683.80,2618.30
5148,4893.60,1611.90,3788.80,1885.10,1376.10,2330.70,693.90,2609.20
5149,5019.60,1630.40,3904.70,1936.50,1389.30,2396.70,723.70,2671.00
5150,5111.60,1622.40,3975.50,1963.00,1395.60,2434.80,729.30,2710.90
5151,5194.50,1618.30,3998.30,1994.60,1390.30,2468.90,737.80,2659.00
5152,5234.30,1627.40,3952.90,2023.80,1379.30,2495.60,756.10,2680.00
5153,5251.30,1620.30,4026.40,2008.60,1349.60,2512.30,766.20,2690.60
5154,5089.30,1594.00,3869.60,1937.10,1345.10,2490.60,782.40,2700.70
5155,4921.60,1546.20,3714.80,1881.70,1272.80,2423.60,780.50,2656.70
5156,4784.20,1515.30,3604.80,1842.70,1256.40,2392.20,787.40,2546.50
5157,4535.40,1414.30,3401.00,1729.40,1213.10,2281.90,764.80,2383.90
5158,4070.40,1258.40,3100.90,1532.90,1078.40,2013.90,675.60,2137.00
5159,3688.30,1101.40,2811.10,1360.10,959.30,1799.80,618.30,1935.10
5160,3286.80,897.00,2574.70,1239.10,884.60,1621.30,572.20,2033.50
5161,3088.10,864.70,2462.60,1179.40,853.10,1536.60,578.50,2205.40
5162,2883.10,860.10,2352.90,1078.40,802.90,1443.90,517.60,2369.40
5163,2806.80,821.80,2328.40,1068.10,793.80,1426.20,521.70,2623.40
5164,2809.10,838.50,2341.10,1055.50,798.30,1437.90,510.20,2636.30
5165,2920.30,894.90,2439.50,1122.80,824.90,1500.00,537.90,2427.50
5166,3177.10,1092.80,2672.80,1291.30,897.50,1623.70,645.60,2123.40
5167,3521.90,1257.40,2910.90,1434.10,1002.30,1770.10,678.00,2304.10
5168,3790.20,1375.50,3136.80,1539.20,1091.10,1900.60,682.30,2233.30
5169,4044.50,1375.80,3273.40,1633.00,1159.00,1988.50,670.50,2256.00
5170,4376.30,1492.10,3406.20,1730.70,1254.50,2116.40,693.50,2393.60
5171,4557.90,1487.20,3496.60,1782.60,1287.40,2182.20,677.30,2523.70
5172,4683.20,1491.30,3583.70,1844.60,1319.90,2250.00,703.90,2535.80
5173,4788.60,1502.40,3634.10,1862.60,1345.90,2293.60,697.50,2627.00
5174,4862.80,1531.00,3693.20,1887.90,1352.00,2325.00,712.60,2647.90
5175,4955.20,1514.80,3750.00,1917.20,1339.20,2353.10,713.70,2676.90
5176,4976.40,1498.30,3798.50,1923.90,1324.10,2376.70,729.90,2692.90
5177,4884.20,1456.20,3740.40,1880.10,1289.10,2371.20,728.90,2672.00
5178,4760.50,1431.50,3590.30,1818.90,1260.60,2347.40,705.90,2630.70
5179,4584.10,1437.90,3390.70,1790.80,1211.60,2289.10,741.00,2561.10
5180,4493.80,1402.00,3334.20,1772.30,1205.70,2280.60,746.00,2508.80
5181,4192.60,1182.00,3150.90,1617.80,1121.90,2136.00,690.00,2241.00
5182,3878.10,1041.40,2925.30,1455.50,1044.20,1955.40,626.00,2312.60
5183,3472.40,859.20,2668.70,1287.30,908.20,1715.10,552.40,2081.20
5184,3281.60,912.20,2530.60,1198.40,920.70,1623.40,522.60,1790.40
5185,3045.30,876.30,2409.10,1123.60,880.70,1524.30,496.40,1957.30
5186,2883.60,851.30,2313.80,1071.60,832.80,1446.20,484.80,1876.20
5187,2798.30,820.90,2270.80,1050.60,818.20,1408.60,469.90,2090.70
5188,2752.50,854.70,2260.20,1033.20,804.50,1392.20,478.50,2070.80
5189,2753.80,879.30,2293.90,1059.50,813.00,1413.40,478.40,1844.00
5190,2811.90,973.10,2386.40,1104.30,838.10,1445.90,509.50,1885.10
5191,3020.90,1085.70,2556.90,1217.40,910.60,1547.50,522.70,1994.40
5192,3358.80,1212.80,2799.00,1364.40,990.30,1745.40,555.60,1868.60
5193,3651.10,1275.40,2931.90,1461.40,1068.80,1874.60,567.30,1974.90
5194,3883.30,1311.10,3041.60,1529.90,1128.00,1969.60,575.70,2019.40
5195,4017.40,1328.20,3126.80,1565.20,1142.00,2003.50,562.80,2043.50
5196,4066.60,1343.50,3098.90,1565.90,1122.50,2009.80,569.30,2047.00
5197,4135.30,1326.10,3123.50,1540.00,1142.90,2000.70,532.90,2070.80
5198,4185.60,1318.10,3179.70,1536.00,1145.50,2026.90,541.00,2059.00
5199,4220.40,1312.10,3176.70,1533.00,1144.20,2029.90,547.20,2083.30
5200,4266.40,1312.10,3225.20,1538.00,1145.00,2057.90,539.80,2087.90
5201,4250.80,1307.60,3200.60,1537.40,1144.50,2072.50,546.00,2110.80
5202,4137.60,1333.20,3092.40,1566.10,1136.40,2057.40,563.60,2094.40
5203,4044.90,1264.80,2969.90,1543.60,1128.70,2056.00,640.40,2088.90
5204,3996.50,1262.90,2985.10,1526.60,1109.40,2074.50,639.50,2097.10
5205,3820.10,1139.70,2870.40,1406.50,1037.70,1962.00,565.90,1970.30
5206,3572.20,1022.20,2704.50,1251.50,965.10,1813.80,507.70,1820.60
5207,3205.00,905.70,2522.50,1122.00,897.90,1631.90,449.60,1668.90
5208,2963.30,849.00,2342.40,1058.50,828.20,1467.00,435.20,1810.40
5209,2744.10,811.60,2213.30,985.20,776.60,1367.10,407.80,1973.30
5210,2564.50,730.40,2122.70,923.80,729.80,1290.20,394.60,2437.70
5211,2468.30,708.50,2068.90,900.30,708.00,1247.70,386.70,2649.80
5212,2421.50,711.40,2041.60,886.50,697.80,1234.40,383.60,2633.40
5213,2394.80,728.70,2045.90,895.80,690.10,1243.40,380.00,2630.10
5214,2420.60,801.40,2087.50,930.10,663.90,1231.20,377.70,2654.00
5215,2581.90,882.90,2207.10,1036.90,718.00,1306.30,396.70,2728.30
5216,2823.50,1074.50,2397.90,1199.40,788.80,1463.70,435.00,2328.90
5217,3061.60,1134.90,2477.60,1288.40,848.50,1569.70,435.50,1639.50
5218,3248.00,1174.00,2545.80,1348.10,898.00,1648.60,429.60,1695.10
5219,3438.00,1193.00,2639.90,1383.80,925.80,1723.20,433.10,1759.50
5220,3537.00,1175.90,2677.50,1399.90,951.90,1778.40,427.40,1801.90
5221,3623.70,1128.70,2720.50,1418.40,976.70,1820.50,406.70,1832.40
5222,3699.30,1112.80,2798.60,1410.00,1032.90,1876.30,397.20,1868.50
5223,3785.30,1104.50,2838.00,1434.60,1050.70,1907.40,409.90,1917.60
5224,3840.90,1120.70,2933.50,1472.30,1066.80,1953.90,447.20,1978.20
5225,3881.90,1125.90,2987.30,1531.00,1078.80,2002.50,509.20,2028.50
5226,3863.20,1200.10,2984.20,1517.60,1072.60,1992.60,558.30,2032.50
5227,3806.40,1268.00,2937.70,1473.40,1039.50,1968.50,578.80,2008.40
5228,3890.90,1199.80,2916.40,1452.50,1029.40,2009.80,581.90,2030.70
5229,3671.90,1098.80,2802.50,1362.70,991.10,1875.20,528.30,1899.90
5230,3411.40,952.50,2611.30,1207.70,915.00,1723.20,466.90,2008.80
5231,3151.30,842.30,2415.50,1080.00,846.70,1552.30,423.90,1864.00
5232,2929.90,903.80,2272.70,1037.20,765.20,1412.90,447.40,1778.10
5233,2732.40,886.30,2168.40,988.20,739.60,1337.20,451.10,1981.50
5234,2617.00,820.80,2110.90,958.90,716.90,1289.30,434.70,2200.90
5235,2560.90,819.50,2094.80,948.50,707.50,1265.20,450.70,2182.40
5236,2589.80,839.70,2121.00,946.60,715.90,1284.20,437.60,2201.20
5237,2700.80,872.20,2250.10,1010.30,745.00,1364.30,460.00,2036.60
5238,2952.70,1085.90,2491.90,1166.10,837.70,1509.90,548.90,1924.10
5239,3263.30,1189.30,2737.70,1302.00,961.70,1662.00,573.50,1864.30
5240,3516.10,1308.80,2931.00,1417.70,1036.70,1774.20,596.40,1980.20
5241,3698.20,1362.70,3054.40,1481.90,1086.80,1847.00,597.00,2030.70
5242,3867.50,1355.80,3141.50,1542.80,1121.00,1905.60,593.60,2083.90
5243,4019.50,1378.50,3215.80,1585.40,1145.90,1960.30,598.70,2136.00
5244,4031.30,1363.60,3221.20,1590.30,1147.50,1995.50,601.10,2153.40
5245,4072.60,1366.30,3254.80,1604.80,1162.90,1977.30,605.60,2170.10
5246,4119.20,1383.80,3262.10,1590.50,1157.90,1986.00,588.70,2168.90
5247,4114.70,1383.10,3266.10,1586.80,1138.20,1997.50,609.00,2185.80
5248,4169.30,1348.10,3300.80,1606.10,1130.60,2021.70,619.60,2196.30
5249,4181.70,1378.00,3292.80,1605.00,1111.50,2081.50,624.90,2200.30
5250,4110.00,1386.00,3186.60,1546.10,1099.40,2076.50,638.00,2183.80
5251,3964.90,1374.90,3110.80,1503.40,1071.20,2049.60,621.20,2140.70
5252,3929.90,1410.20,3036.60,1541.00,1068.00,2043.10,656.00,2111.20
5253,3772.60,1259.10,2869.90,1440.50,1004.00,1935.00,600.00,2000.10
5254,3508.60,1084.80,2648.30,1251.40,927.20,1754.10,519.60,1840.30
5255,3172.90,971.70,2410.60,1090.60,828.00,1544.50,452.90,1647.70
5256,2852.80,883.20,2231.60,1074.40,767.50,1396.70,472.60,1825.10
5257,2693.70,863.50,2141.10,1024.00,745.80,1324.40,472.40,1769.30
5258,2573.50,840.50,2082.40,997.30,725.00,1284.20,465.90,1720.20
5259,2524.10,813.40,2068.20,964.40,720.70,1267.40,445.30,1699.10
5260,2553.90,833.00,2100.10,968.90,724.60,1282.00,443.90,1719.60
5261,2683.70,893.40,2195.60,1035.00,761.40,1360.30,470.70,1806.40
5262,2900.10,1088.30,2419.50,1188.80,828.80,1484.20,552.20,1702.20
5263,3224.70,1349.50,2687.70,1329.40,937.20,1625.40,589.40,1881.70
5264,3473.60,1386.70,2865.70,1406.70,1011.30,1727.80,577.00,1981.20
5265,3685.90,1418.10,2972.20,1490.10,1052.70,1799.90,593.70,2047.60
5266,3875.00,1413.90,3044.00,1541.90,1094.80,1865.80,571.40,2097.60
5267,4044.90,1435.50,3152.60,1586.40,1117.90,1898.20,529.40,2152.10
5268,4111.10,1422.20,3188.40,1601.50,1132.90,1956.60,530.20,2168.50
5269,4206.80,1432.30,3217.30,1599.70,1160.20,1985.60,502.20,2198.70
5270,4259.60,1396.40,3231.00,1606.60,1156.90,1988.00,513.10,2202.90
5271,4330.10,1410.30,3253.40,1640.70,1166.60,2039.10,575.60,2228.20
5272,4386.60,1427.60,3313.20,1644.70,1146.70,2061.20,591.90,2245.10
5273,4376.00,1432.30,3345.70,1630.50,1134.60,2109.30,619.60,2259.00
5274,4287.10,1350.90,3249.40,1570.70,1123.60,2087.00,583.00,2236.80
5275,4141.40,1357.00,3181.30,1555.80,1095.40,2051.10,635.80,2198.90
5276,4079.30,1383.70,3092.60,1574.40,1104.20,2062.90,663.60,2171.10
5277,3903.20,1252.30,2958.80,1492.50,1051.20,1961.30,593.30,2074.00
5278,3582.50,1070.40,2719.60,1282.90,943.90,1745.20,514.60,1896.00
5279,3210.20,893.80,2465.40,1139.80,844.10,1534.80,455.00,1693.70
5280,2891.20,803.40,2298.20,1043.90,734.50,1404.10,482.80,1835.90
5281,2701.50,754.10,2204.40,993.20,677.00,1331.00,484.90,2279.50
5282,2558.20,696.00,2121.50,944.80,641.60,1271.70,472.40,2755.80
5283,2489.20,679.50,2094.80,921.20,628.70,1246.10,458.90,2731.50
5284,2508.90,714.30,2121.60,925.30,664.10,1270.40,464.00,2494.60
5285,2636.80,808.70,2239.40,1003.00,675.10,1339.60,491.30,2330.90
5286,2852.10,1023.10,2472.00,1121.50,745.60,1461.50,533.50,1931.20
5287,3209.90,1178.40,2741.90,1274.90,877.10,1620.10,547.80,1919.80
5288,3479.10,1294.50,2891.30,1361.50,992.10,1738.40,529.60,2032.70
5289,3717.70,1359.50,2970.90,1430.50,1094.70,1809.50,537.70,2113.70
5290,3941.20,1391.50,3090.90,1513.50,1154.60,1902.60,540.40,2193.30
5291,4148.70,1409.10,3176.60,1587.50,1158.10,1957.70,555.50,2268.60
5292,4261.90,1410.40,3252.40,1625.00,1215.80,2018.60,571.00,2304.40
5293,4389.90,1494.00,3316.90,1658.40,1255.60,2082.70,579.80,2466.70
5294,4494.80,1483.80,3421.00,1711.60,1277.40,2162.60,601.90,2462.90
5295,4609.50,1533.60,3484.30,1750.10,1303.90,2249.90,624.50,2474.90
5296,4652.90,1490.70,3571.90,1753.60,1269.40,2280.80,646.60,2449.90
5297,4649.10,1475.60,3604.10,1732.70,1241.80,2309.30,677.90,2466.40
5298,4535.90,1498.00,3515.70,1707.90,1265.40,2302.40,713.10,2479.10
5299,4373.50,1510.00,3391.60,1655.80,1213.80,2223.40,698.40,2365.30
5300,4287.20,1509.80,3304.80,1668.60,1203.40,2204.90,705.90,2367.00
5301,4085.00,1347.00,3157.70,1551.00,1048.70,2084.80,658.70,2204.40
5302,3723.30,1114.10,2904.60,1367.60,927.40,1859.70,600.00,2011.80
5303,3274.30,940.30,2592.80,1176.10,793.50,1615.60,521.00,2025.80
5304,3013.70,911.80,2482.40,1105.90,838.50,1476.00,515.70,2204.20
5305,2835.10,886.20,2369.40,1057.30,812.70,1400.70,521.90,2379.70
5306,2673.80,831.90,2260.30,990.90,767.90,1325.80,498.10,2797.90
5307,2594.80,831.90,2223.20,981.10,723.60,1293.30,495.60,2771.40
5308,2627.70,870.60,2236.90,1000.50,733.40,1308.30,505.10,2784.80
5309,2736.40,975.50,2359.10,1087.40,771.50,1387.10,538.40,2378.50
5310,2988.80,1162.20,2602.30,1216.00,850.10,1512.10,588.90,2034.60
5311,3357.60,1328.20,2883.80,1380.00,959.10,1685.10,617.00,2200.30
5312,3648.70,1451.90,3064.80,1499.00,1054.60,1815.20,619.80,2315.20
5313,3878.90,1403.90,3133.30,1539.40,1113.00,1862.00,598.80,2132.20
5314,4143.70,1464.30,3279.30,1624.00,1193.60,1968.90,605.10,2220.40
5315,4396.70,1505.20,3406.90,1699.40,1233.80,2045.90,616.60,2311.00
5316,4591.70,1512.80,3536.20,1737.80,1288.70,2125.00,631.50,2368.20
5317,4729.30,1515.20,3615.00,1774.30,1327.70,2189.50,640.20,2440.60
5318,4820.30,1534.90,3765.40,1824.80,1345.20,2249.60,661.10,2471.60
5319,4856.50,1540.90,3812.00,1826.00,1337.20,2286.20,676.00,2487.30
5320,4890.60,1516.60,3850.30,1825.90,1318.50,2327.20,690.90,2517.60
5321,4864.00,1511.40,3865.90,1807.40,1297.70,2346.80,721.80,2533.80
5322,4754.40,1496.40,3727.00,1774.70,1273.60,2314.20,716.70,2497.00
5323,4569.80,1478.70,3643.50,1726.00,1213.10,2255.90,754.00,2431.40
5324,4491.00,1500.00,3537.50,1737.60,1213.10,2239.00,764.80,2374.60
5325,4216.40,1414.70,3289.90,1640.20,1125.30,2082.90,714.00,2250.20
5326,3814.00,1189.10,3014.00,1434.30,1004.20,1860.50,643.30,2289.80
5327,3404.10,1038.40,2722.20,1239.30,894.30,1634.10,570.40,2075.70
5328,2993.40,937.00,2446.00,1122.80,838.70,1510.70,538.60,1962.00
5329,2815.20,912.00,2343.20,1069.50,811.00,1437.60,536.20,2404.10
5330,2645.40,865.10,2245.50,1012.70,752.10,1350.60,507.10,2588.80
5331,2585.00,866.20,2211.30,1002.80,740.80,1293.50,503.20,2536.30
5332,2592.70,890.70,2234.90,994.20,742.80,1325.90,512.90,2541.90
5333,2700.90,947.40,2333.70,1042.70,761.50,1386.70,513.10,2370.30
5334,2923.80,1125.90,2565.60,1197.60,829.60,1519.80,585.90,2096.00
5335,3249.10,1266.40,2797.40,1346.60,943.10,1679.70,620.40,2274.30
